"year","age","population_count","sex","region"
"1984",0,"63669","total","scotland"
"1984",0,"32620","male","scotland"
"1984",0,"31049","female","scotland"
"1984",1,"64796","total","scotland"
"1984",1,"33177","male","scotland"
"1984",1,"31619","female","scotland"
"1984",2,"65713","total","scotland"
"1984",2,"33516","male","scotland"
"1984",2,"32197","female","scotland"
"1984",3,"67520","total","scotland"
"1984",3,"34695","male","scotland"
"1984",3,"32825","female","scotland"
"1984",4,"65844","total","scotland"
"1984",4,"33680","male","scotland"
"1984",4,"32164","female","scotland"
"1984",5,"63560","total","scotland"
"1984",5,"32746","male","scotland"
"1984",5,"30814","female","scotland"
"1984",6,"59244","total","scotland"
"1984",6,"30185","male","scotland"
"1984",6,"29059","female","scotland"
"1984",7,"58710","total","scotland"
"1984",7,"30209","male","scotland"
"1984",7,"28501","female","scotland"
"1984",8,"64015","total","scotland"
"1984",8,"32935","male","scotland"
"1984",8,"31080","female","scotland"
"1984",9,"65132","total","scotland"
"1984",9,"33216","male","scotland"
"1984",9,"31916","female","scotland"
"1984",10,"66682","total","scotland"
"1984",10,"34196","male","scotland"
"1984",10,"32486","female","scotland"
"1984",11,"71908","total","scotland"
"1984",11,"36878","male","scotland"
"1984",11,"35030","female","scotland"
"1984",12,"77315","total","scotland"
"1984",12,"39307","male","scotland"
"1984",12,"38008","female","scotland"
"1984",13,"82096","total","scotland"
"1984",13,"41866","male","scotland"
"1984",13,"40230","female","scotland"
"1984",14,"82641","total","scotland"
"1984",14,"42053","male","scotland"
"1984",14,"40588","female","scotland"
"1984",15,"85948","total","scotland"
"1984",15,"43982","male","scotland"
"1984",15,"41966","female","scotland"
"1984",16,"88037","total","scotland"
"1984",16,"44744","male","scotland"
"1984",16,"43293","female","scotland"
"1984",17,"89271","total","scotland"
"1984",17,"45717","male","scotland"
"1984",17,"43554","female","scotland"
"1984",18,"87947","total","scotland"
"1984",18,"44629","male","scotland"
"1984",18,"43318","female","scotland"
"1984",19,"92833","total","scotland"
"1984",19,"47210","male","scotland"
"1984",19,"45623","female","scotland"
"1984",20,"91716","total","scotland"
"1984",20,"46472","male","scotland"
"1984",20,"45244","female","scotland"
"1984",21,"89786","total","scotland"
"1984",21,"45559","male","scotland"
"1984",21,"44227","female","scotland"
"1984",22,"87896","total","scotland"
"1984",22,"44882","male","scotland"
"1984",22,"43014","female","scotland"
"1984",23,"85461","total","scotland"
"1984",23,"43311","male","scotland"
"1984",23,"42150","female","scotland"
"1984",24,"82889","total","scotland"
"1984",24,"42279","male","scotland"
"1984",24,"40610","female","scotland"
"1984",25,"80504","total","scotland"
"1984",25,"40631","male","scotland"
"1984",25,"39873","female","scotland"
"1984",26,"77700","total","scotland"
"1984",26,"39001","male","scotland"
"1984",26,"38699","female","scotland"
"1984",27,"75097","total","scotland"
"1984",27,"37794","male","scotland"
"1984",27,"37303","female","scotland"
"1984",28,"73600","total","scotland"
"1984",28,"37217","male","scotland"
"1984",28,"36383","female","scotland"
"1984",29,"70288","total","scotland"
"1984",29,"35229","male","scotland"
"1984",29,"35059","female","scotland"
"1984",30,"69724","total","scotland"
"1984",30,"34927","male","scotland"
"1984",30,"34797","female","scotland"
"1984",31,"68558","total","scotland"
"1984",31,"34450","male","scotland"
"1984",31,"34108","female","scotland"
"1984",32,"66200","total","scotland"
"1984",32,"33075","male","scotland"
"1984",32,"33125","female","scotland"
"1984",33,"68049","total","scotland"
"1984",33,"34082","male","scotland"
"1984",33,"33967","female","scotland"
"1984",34,"68648","total","scotland"
"1984",34,"34521","male","scotland"
"1984",34,"34127","female","scotland"
"1984",35,"71241","total","scotland"
"1984",35,"35644","male","scotland"
"1984",35,"35597","female","scotland"
"1984",36,"74219","total","scotland"
"1984",36,"37104","male","scotland"
"1984",36,"37115","female","scotland"
"1984",37,"81071","total","scotland"
"1984",37,"40570","male","scotland"
"1984",37,"40501","female","scotland"
"1984",38,"62594","total","scotland"
"1984",38,"31296","male","scotland"
"1984",38,"31298","female","scotland"
"1984",39,"60375","total","scotland"
"1984",39,"30144","male","scotland"
"1984",39,"30231","female","scotland"
"1984",40,"62783","total","scotland"
"1984",40,"31251","male","scotland"
"1984",40,"31532","female","scotland"
"1984",41,"61966","total","scotland"
"1984",41,"30681","male","scotland"
"1984",41,"31285","female","scotland"
"1984",42,"58548","total","scotland"
"1984",42,"28870","male","scotland"
"1984",42,"29678","female","scotland"
"1984",43,"55820","total","scotland"
"1984",43,"27395","male","scotland"
"1984",43,"28425","female","scotland"
"1984",44,"58243","total","scotland"
"1984",44,"28511","male","scotland"
"1984",44,"29732","female","scotland"
"1984",45,"58523","total","scotland"
"1984",45,"28723","male","scotland"
"1984",45,"29800","female","scotland"
"1984",46,"58625","total","scotland"
"1984",46,"28874","male","scotland"
"1984",46,"29751","female","scotland"
"1984",47,"57918","total","scotland"
"1984",47,"28108","male","scotland"
"1984",47,"29810","female","scotland"
"1984",48,"57500","total","scotland"
"1984",48,"27947","male","scotland"
"1984",48,"29553","female","scotland"
"1984",49,"57001","total","scotland"
"1984",49,"27714","male","scotland"
"1984",49,"29287","female","scotland"
"1984",50,"56403","total","scotland"
"1984",50,"27593","male","scotland"
"1984",50,"28810","female","scotland"
"1984",51,"56147","total","scotland"
"1984",51,"27196","male","scotland"
"1984",51,"28951","female","scotland"
"1984",52,"58250","total","scotland"
"1984",52,"28088","male","scotland"
"1984",52,"30162","female","scotland"
"1984",53,"58248","total","scotland"
"1984",53,"28068","male","scotland"
"1984",53,"30180","female","scotland"
"1984",54,"58029","total","scotland"
"1984",54,"27662","male","scotland"
"1984",54,"30367","female","scotland"
"1984",55,"57456","total","scotland"
"1984",55,"27474","male","scotland"
"1984",55,"29982","female","scotland"
"1984",56,"56379","total","scotland"
"1984",56,"26984","male","scotland"
"1984",56,"29395","female","scotland"
"1984",57,"56680","total","scotland"
"1984",57,"26964","male","scotland"
"1984",57,"29716","female","scotland"
"1984",58,"57795","total","scotland"
"1984",58,"27427","male","scotland"
"1984",58,"30368","female","scotland"
"1984",59,"56046","total","scotland"
"1984",59,"26578","male","scotland"
"1984",59,"29468","female","scotland"
"1984",60,"56228","total","scotland"
"1984",60,"26512","male","scotland"
"1984",60,"29716","female","scotland"
"1984",61,"54774","total","scotland"
"1984",61,"25476","male","scotland"
"1984",61,"29298","female","scotland"
"1984",62,"57638","total","scotland"
"1984",62,"26813","male","scotland"
"1984",62,"30825","female","scotland"
"1984",63,"57878","total","scotland"
"1984",63,"26223","male","scotland"
"1984",63,"31655","female","scotland"
"1984",64,"60346","total","scotland"
"1984",64,"27038","male","scotland"
"1984",64,"33308","female","scotland"
"1984",65,"42355","total","scotland"
"1984",65,"18626","male","scotland"
"1984",65,"23729","female","scotland"
"1984",66,"40272","total","scotland"
"1984",66,"17633","male","scotland"
"1984",66,"22639","female","scotland"
"1984",67,"42601","total","scotland"
"1984",67,"18656","male","scotland"
"1984",67,"23945","female","scotland"
"1984",68,"44462","total","scotland"
"1984",68,"19098","male","scotland"
"1984",68,"25364","female","scotland"
"1984",69,"46910","total","scotland"
"1984",69,"19904","male","scotland"
"1984",69,"27006","female","scotland"
"1984",70,"45916","total","scotland"
"1984",70,"19249","male","scotland"
"1984",70,"26667","female","scotland"
"1984",71,"43998","total","scotland"
"1984",71,"18476","male","scotland"
"1984",71,"25522","female","scotland"
"1984",72,"41767","total","scotland"
"1984",72,"17224","male","scotland"
"1984",72,"24543","female","scotland"
"1984",73,"39976","total","scotland"
"1984",73,"16042","male","scotland"
"1984",73,"23934","female","scotland"
"1984",74,"38431","total","scotland"
"1984",74,"15042","male","scotland"
"1984",74,"23389","female","scotland"
"1984",75,"36336","total","scotland"
"1984",75,"13918","male","scotland"
"1984",75,"22418","female","scotland"
"1984",76,"33935","total","scotland"
"1984",76,"12635","male","scotland"
"1984",76,"21300","female","scotland"
"1984",77,"30471","total","scotland"
"1984",77,"11108","male","scotland"
"1984",77,"19363","female","scotland"
"1984",78,"28498","total","scotland"
"1984",78,"9857","male","scotland"
"1984",78,"18641","female","scotland"
"1984",79,"25762","total","scotland"
"1984",79,"8638","male","scotland"
"1984",79,"17124","female","scotland"
"1984",80,"23254","total","scotland"
"1984",80,"7474","male","scotland"
"1984",80,"15780","female","scotland"
"1984",81,"20556","total","scotland"
"1984",81,"6347","male","scotland"
"1984",81,"14209","female","scotland"
"1984",82,"17954","total","scotland"
"1984",82,"5340","male","scotland"
"1984",82,"12614","female","scotland"
"1984",83,"15793","total","scotland"
"1984",83,"4376","male","scotland"
"1984",83,"11417","female","scotland"
"1984",84,"13640","total","scotland"
"1984",84,"3553","male","scotland"
"1984",84,"10087","female","scotland"
"1984",85,"10583","total","scotland"
"1984",85,"2627","male","scotland"
"1984",85,"7956","female","scotland"
"1984",86,"8952","total","scotland"
"1984",86,"2071","male","scotland"
"1984",86,"6881","female","scotland"
"1984",87,"7397","total","scotland"
"1984",87,"1658","male","scotland"
"1984",87,"5739","female","scotland"
"1984",88,"6137","total","scotland"
"1984",88,"1266","male","scotland"
"1984",88,"4871","female","scotland"
"1984",89,"4646","total","scotland"
"1984",89,"1036","male","scotland"
"1984",89,"3610","female","scotland"
"1984",90,"14557","total","scotland"
"1984",90,"2850","male","scotland"
"1984",90,"11707","female","scotland"
"1985",0,"65438","total","scotland"
"1985",0,"33374","male","scotland"
"1985",0,"32064","female","scotland"
"1985",1,"63134","total","scotland"
"1985",1,"32323","male","scotland"
"1985",1,"30811","female","scotland"
"1985",2,"64249","total","scotland"
"1985",2,"32887","male","scotland"
"1985",2,"31362","female","scotland"
"1985",3,"65278","total","scotland"
"1985",3,"33291","male","scotland"
"1985",3,"31987","female","scotland"
"1985",4,"67156","total","scotland"
"1985",4,"34533","male","scotland"
"1985",4,"32623","female","scotland"
"1985",5,"65600","total","scotland"
"1985",5,"33537","male","scotland"
"1985",5,"32063","female","scotland"
"1985",6,"63454","total","scotland"
"1985",6,"32727","male","scotland"
"1985",6,"30727","female","scotland"
"1985",7,"59144","total","scotland"
"1985",7,"30144","male","scotland"
"1985",7,"29000","female","scotland"
"1985",8,"58494","total","scotland"
"1985",8,"30122","male","scotland"
"1985",8,"28372","female","scotland"
"1985",9,"63864","total","scotland"
"1985",9,"32822","male","scotland"
"1985",9,"31042","female","scotland"
"1985",10,"64990","total","scotland"
"1985",10,"33125","male","scotland"
"1985",10,"31865","female","scotland"
"1985",11,"66543","total","scotland"
"1985",11,"34089","male","scotland"
"1985",11,"32454","female","scotland"
"1985",12,"71744","total","scotland"
"1985",12,"36778","male","scotland"
"1985",12,"34966","female","scotland"
"1985",13,"77109","total","scotland"
"1985",13,"39147","male","scotland"
"1985",13,"37962","female","scotland"
"1985",14,"81871","total","scotland"
"1985",14,"41703","male","scotland"
"1985",14,"40168","female","scotland"
"1985",15,"82412","total","scotland"
"1985",15,"41858","male","scotland"
"1985",15,"40554","female","scotland"
"1985",16,"85483","total","scotland"
"1985",16,"43620","male","scotland"
"1985",16,"41863","female","scotland"
"1985",17,"87416","total","scotland"
"1985",17,"44329","male","scotland"
"1985",17,"43087","female","scotland"
"1985",18,"88367","total","scotland"
"1985",18,"45183","male","scotland"
"1985",18,"43184","female","scotland"
"1985",19,"87105","total","scotland"
"1985",19,"44188","male","scotland"
"1985",19,"42917","female","scotland"
"1985",20,"92372","total","scotland"
"1985",20,"46975","male","scotland"
"1985",20,"45397","female","scotland"
"1985",21,"90833","total","scotland"
"1985",21,"46033","male","scotland"
"1985",21,"44800","female","scotland"
"1985",22,"88592","total","scotland"
"1985",22,"44950","male","scotland"
"1985",22,"43642","female","scotland"
"1985",23,"86356","total","scotland"
"1985",23,"44090","male","scotland"
"1985",23,"42266","female","scotland"
"1985",24,"84378","total","scotland"
"1985",24,"42667","male","scotland"
"1985",24,"41711","female","scotland"
"1985",25,"81926","total","scotland"
"1985",25,"41661","male","scotland"
"1985",25,"40265","female","scotland"
"1985",26,"79713","total","scotland"
"1985",26,"40096","male","scotland"
"1985",26,"39617","female","scotland"
"1985",27,"77173","total","scotland"
"1985",27,"38708","male","scotland"
"1985",27,"38465","female","scotland"
"1985",28,"74715","total","scotland"
"1985",28,"37498","male","scotland"
"1985",28,"37217","female","scotland"
"1985",29,"73134","total","scotland"
"1985",29,"36916","male","scotland"
"1985",29,"36218","female","scotland"
"1985",30,"69964","total","scotland"
"1985",30,"35033","male","scotland"
"1985",30,"34931","female","scotland"
"1985",31,"69443","total","scotland"
"1985",31,"34725","male","scotland"
"1985",31,"34718","female","scotland"
"1985",32,"68356","total","scotland"
"1985",32,"34347","male","scotland"
"1985",32,"34009","female","scotland"
"1985",33,"65903","total","scotland"
"1985",33,"32875","male","scotland"
"1985",33,"33028","female","scotland"
"1985",34,"67868","total","scotland"
"1985",34,"33930","male","scotland"
"1985",34,"33938","female","scotland"
"1985",35,"68494","total","scotland"
"1985",35,"34412","male","scotland"
"1985",35,"34082","female","scotland"
"1985",36,"71050","total","scotland"
"1985",36,"35502","male","scotland"
"1985",36,"35548","female","scotland"
"1985",37,"74034","total","scotland"
"1985",37,"36952","male","scotland"
"1985",37,"37082","female","scotland"
"1985",38,"80898","total","scotland"
"1985",38,"40436","male","scotland"
"1985",38,"40462","female","scotland"
"1985",39,"62476","total","scotland"
"1985",39,"31231","male","scotland"
"1985",39,"31245","female","scotland"
"1985",40,"60304","total","scotland"
"1985",40,"30116","male","scotland"
"1985",40,"30188","female","scotland"
"1985",41,"62631","total","scotland"
"1985",41,"31197","male","scotland"
"1985",41,"31434","female","scotland"
"1985",42,"61811","total","scotland"
"1985",42,"30610","male","scotland"
"1985",42,"31201","female","scotland"
"1985",43,"58385","total","scotland"
